-31.642	10.588	26.2008
56.478	-8.478	70.6128
35.001	25.214	47.108
-34.953	-1.051	33.0568
37.863	14.041	33.1592
-12.475	32.391	47.0904
20.987	26.886	20.5016
-18.734	12.892	-0.0104
-5.06	-23.969	0.0008
-15.396	-17.202	-0.0072
53.79	14.039	71.6392
-8.088	30.688	56.7144
28.789	25.929	30.4824
27.099	-7.553	0.0048
23.427	-30.13	41.9912
-30.956	-15.576	39.7416
-3.138	24.313	0
-5.074	-32.421	53.3664
27.946	4.118	0.0064
-23.26	7.814	8.8608
3.683	-30.866	69.068
0.199	28.526	11.1448
-4.299	-33.22	38.1512
8.689	-34.343	33.4608
31.232	15.021	21.6928
-22.945	0.618	5.6704
-15.605	-27.886	64.2
21.466	17.949	-0.0336
43.146	22.311	72.3032
-23.961	24.562	49.4432
15.49	29.669	70.5896
3.27	34.245	51.7816
41.998	15.5	45.0752
-8.978	31.585	24.9896
7.902	24.924	0
25.62	31.379	40.3968
59.065	3.017	69.5912
14.002	25.794	10.3288
39.413	-19.289	49.9072
-45.231	-4.558	50.9232
48.8	-5.772	53.3912
31.653	-10.296	16.4648
25	16.118	10.58
43.898	2.283	40.8544
-27.562	-11.273	24.3232
25.162	29.791	54.5472
-20.101	27.996	37.408
-29.836	2.599	19.8328
-17.599	-24.57	29.5288
2.877	36.922	31.1592
16.044	34.386	30.6352
22.119	-16.639	-0.0128
35.119	23.652	38.8128
-24.04	21.419	25.5088
29.139	-21.8	27.0072
39.434	-11.2	35.196
-21.302	-8.95	6.3264
-25.117	-4.991	12.916
42.161	19.473	57.6296
10.606	36.327	41.3096
10.37	-33.639	51.0128
-11.623	20.51	-0.028
-5.679	35.614	38.9392
10.124	-24.668	-0.0312
30.75	2.765	12.1856
-35.744	-18.649	56.4112
7.205	32.964	21.1
-22.308	-3.165	-0.0096
-18.496	27.24	63.368
-13.082	24.363	12.4408
-1.665	-29.064	18.7504
-33.626	13.273	39.0992
37.114	1.016	26.024
-43.655	10.389	52.196
-24.038	14.961	15.1744
-18.682	-27.121	46.4456
35.783	-26.211	72.4408
15.459	-28.535	19.9184
49.276	7.537	56.02
-17.083	-18.239	12.9248
