70.67 	127.24 	0.00 	0.00 	0.00 	1.00 
62.45 	142.00 	0.00 	0.00 	0.00 	1.00 
56.18 	151.54 	0.00 	0.00 	0.00 	1.00 
50.15 	157.96 	0.00 	0.00 	0.00 	1.00 
40.95 	165.96 	0.00 	0.00 	0.00 	1.00 
31.18 	174.68 	0.00 	0.00 	0.00 	1.00 
22.60 	184.04 	0.00 	0.00 	0.00 	1.00 
18.29 	190.84 	0.00 	0.00 	0.00 	1.00 
24.23 	196.28 	0.00 	0.00 	0.00 	1.00 
40.05 	199.24 	0.00 	0.00 	0.00 	1.00 
54.88 	196.77 	0.00 	0.00 	0.00 	1.00 
66.74 	192.32 	0.00 	0.00 	0.00 	1.00 
74.65 	189.36 	0.00 	0.00 	0.00 	1.00 
83.55 	186.88 	0.00 	0.00 	0.00 	1.00 
93.94 	189.36 	0.00 	0.00 	0.00 	1.00 
101.49 	197.05 	0.00 	0.00 	0.00 	1.00 
103.54 	205.33 	0.00 	0.00 	0.00 	1.00 
105.38 	218.01 	0.00 	0.00 	0.00 	1.00 
109.10 	231.97 	0.00 	0.00 	0.00 	1.00 
116.41 	244.75 	0.00 	0.00 	0.00 	1.00 
127.06 	253.13 	0.00 	0.00 	0.00 	1.00 
139.92 	247.20 	0.00 	0.00 	0.00 	1.00 
148.32 	233.36 	0.00 	0.00 	0.00 	1.00 
152.28 	219.02 	0.00 	0.00 	0.00 	1.00 
154.75 	205.67 	0.00 	0.00 	0.00 	1.00 
156.23 	198.25 	0.00 	0.00 	0.00 	1.00 
159.20 	189.85 	0.00 	0.00 	0.00 	1.00 
155.51 	183.78 	0.00 	0.00 	0.00 	1.00 
153.96 	177.52 	0.00 	0.00 	0.00 	1.00 
151.95 	169.99 	0.00 	0.00 	0.00 	1.00 
148.32 	161.67 	0.00 	0.00 	0.00 	1.00 
154.25 	157.22 	0.00 	0.00 	0.00 	1.00 
158.70 	152.77 	0.00 	0.00 	0.00 	1.00 
163.15 	146.34 	0.00 	0.00 	0.00 	1.00 
165.62 	139.92 	0.00 	0.00 	0.00 	1.00 
167.11 	131.51 	0.00 	0.00 	0.00 	1.00 
167.60 	123.60 	0.00 	0.00 	0.00 	1.00 
165.62 	113.22 	0.00 	0.00 	0.00 	1.00 
159.69 	101.85 	0.00 	0.00 	0.00 	1.00 
156.23 	97.89 	0.00 	0.00 	0.00 	1.00 
150.30 	92.95 	0.00 	0.00 	0.00 	1.00 
140.90 	88.00 	0.00 	0.00 	0.00 	1.00 
127.06 	85.53 	0.00 	0.00 	0.00 	1.00 
114.70 	87.51 	0.00 	0.00 	0.00 	1.00 
102.84 	93.44 	0.00 	0.00 	0.00 	1.00 
93.44 	101.85 	0.00 	0.00 	0.00 	1.00 
89.49 	109.26 	0.00 	0.00 	0.00 	1.00 
86.52 	118.16 	0.00 	0.00 	0.00 	1.00 
86.03 	127.56 	0.00 	0.00 	0.00 	1.00 
82.25 	135.62 	0.00 	0.00 	0.00 	1.00 
82.20 	146.72 	0.00 	0.00 	0.00 	1.00 
85.17 	156.92 	0.00 	0.00 	0.00 	1.00 
91.51 	164.37 	0.00 	0.00 	0.00 	1.00 
100.62 	169.07 	0.00 	0.00 	0.00 	1.00 
111.98 	171.26 	0.00 	0.00 	0.00 	1.00 
126.57 	168.10 	0.00 	0.00 	0.00 	1.00 
140.67 	178.61 	0.00 	0.00 	0.00 	1.00 
153.96 	177.52 	0.00 	0.00 	0.00 	1.00 
166.38 	172.75 	0.00 	0.00 	0.00 	1.00 
179.84 	164.47 	0.00 	0.00 	0.00 	1.00 
196.15 	151.61 	0.00 	0.00 	0.00 	1.00 
205.05 	143.06 	0.00 	0.00 	0.00 	1.00 
207.15 	140.41 	0.00 	0.00 	0.00 	1.00 
213.58 	145.85 	0.00 	0.00 	0.00 	1.00 
223.47 	154.25 	0.00 	0.00 	0.00 	1.00 
233.36 	166.12 	0.00 	0.00 	0.00 	1.00 
238.30 	182.43 	0.00 	0.00 	0.00 	1.00 
235.33 	190.84 	0.00 	0.00 	0.00 	1.00 
228.91 	196.77 	0.00 	0.00 	0.00 	1.00 
213.58 	199.24 	0.00 	0.00 	0.00 	1.00 
198.25 	196.28 	0.00 	0.00 	0.00 	1.00 
185.89 	192.32 	0.00 	0.00 	0.00 	1.00 
177.49 	188.86 	0.00 	0.00 	0.00 	1.00 
169.58 	186.88 	0.00 	0.00 	0.00 	1.00 
159.20 	189.85 	0.00 	0.00 	0.00 	1.00 
152.20 	197.13 	0.00 	0.00 	0.00 	1.00 
150.10 	205.23 	0.00 	0.00 	0.00 	1.00 
148.21 	217.91 	0.00 	0.00 	0.00 	1.00 
144.58 	231.78 	0.00 	0.00 	0.00 	1.00 
