-15.804 	20.414 	22.171 
-13.149 	22.284 	23.092 
-15.691 	21.265 	16.472 
-14.627 	-24.463 	19.705 
-13.180 	-30.412 	12.863 
-11.259 	-30.327 	21.987 
-22.421 	-10.509 	25.306 
-29.127 	-13.285 	17.827 
-22.459 	-15.034 	19.675 
22.577 	17.800 	13.479 
15.866 	23.636 	14.570 
17.467 	18.059 	20.203 
-21.703 	16.081 	4.264 
-21.135 	15.505 	0.000 
-22.806 	14.545 	2.004 
-102.608 	-8.019 	101.143 
-104.876 	0.760 	94.624 
-102.419 	-7.069 	89.897 
101.470 	-9.787 	79.667 
104.654 	-1.162 	80.733 
102.541 	-11.331 	91.312 
-85.227 	11.087 	102.462 
-83.738 	3.193 	99.271 
-87.560 	10.696 	93.545 
71.144 	3.646 	50.838 
79.069 	8.313 	56.538 
74.442 	11.756 	46.556 
18.347 	20.756 	6.444 
24.191 	16.283 	5.866 
18.588 	18.427 	0.000 
-94.894 	13.873 	114.829 
-100.679 	11.864 	109.353 
-101.472 	10.358 	118.521 
22.690 	13.100 	0.000 
-31.006 	-13.100 	0.000 
-35.143 	-9.233 	4.426 
-31.006 	-4.558 	0.000 
-39.272 	-0.941 	2.347 
10.382 	22.169 	22.232 
10.360 	28.776 	21.199 
-3.400 	-29.421 	26.347 
-9.102 	-24.156 	24.455 
21.114 	-17.184 	12.327 
25.814 	-14.667 	5.924 
29.542 	-14.067 	11.388 
5.466 	-100.013 	127.366 
6.534 	-91.977 	127.669 
-0.507 	-97.092 	129.677 
88.773 	-12.826 	120.073 
94.769 	-14.637 	112.339 
96.629 	-13.033 	120.604 
11.206 	68.978 	39.691 
10.291 	76.462 	38.115 
8.121 	75.459 	48.341 
10.527 	82.766 	56.562 
11.474 	84.956 	47.599 
11.974 	-83.600 	41.083 
12.734 	-79.097 	48.344 
13.972 	-86.699 	49.559 
14.488 	-62.494 	31.839 
15.068 	-54.043 	22.614 
11.437 	-53.898 	33.072 
33.329 	10.326 	0.988 
36.683 	-2.199 	3.261 
31.006 	4.558 	0.000 
102.944 	-11.860 	98.058 
105.092 	-1.849 	99.790 
105.954 	-6.059 	107.081 
11.360 	56.892 	14.979 
11.742 	60.403 	22.626 
13.097 	49.645 	21.191 
-88.095 	4.083 	77.547 
-87.410 	7.643 	69.156 
-93.732 	11.299 	74.069 
-87.229 	0.812 	86.964 
-88.202 	-5.698 	77.702 
-3.260 	81.211 	116.913 
4.916 	81.977 	114.777 
2.412 	83.071 	123.609 
-91.564 	-13.397 	62.032 
-97.889 	-8.292 	57.361 
-90.836 	-10.182 	49.322 
7.604 	100.950 	65.480 
8.627 	103.377 	71.192 
11.534 	97.162 	71.323 
-66.129 	3.026 	18.446 
-69.771 	-7.418 	20.442 
-71.428 	-0.763 	21.777 
9.404 	-90.301 	43.648 
13.283 	-75.945 	40.238 
13.820 	-65.241 	22.973 
13.536 	-71.547 	31.673 
6.476 	-73.357 	23.924 
-23.066 	-15.783 	10.279 
-20.020 	-16.815 	0.001 
-17.730 	-20.266 	7.660 
-72.188 	-13.693 	27.138 
-75.628 	-7.411 	25.137 
9.091 	-79.639 	32.945 
9.466 	-71.679 	46.986 
4.185 	-56.321 	9.719 
11.391 	-59.331 	15.050 
3.570 	-62.749 	13.083 
-1.754 	-0.050 	26.354 
-13.904 	-3.129 	26.124 
-3.748 	-9.718 	26.195 
-80.487 	-3.553 	118.450 
-84.571 	-8.427 	125.393 
-83.794 	-11.470 	117.168 
10.741 	-48.944 	11.482 
-24.734 	15.431 	10.762 
-25.475 	13.251 	19.592 
-18.971 	17.791 	17.532 
105.574 	-4.819 	116.114 
100.212 	-6.452 	123.329 
102.860 	-10.903 	118.365 
102.829 	7.393 	78.408 
97.401 	13.894 	80.047 
98.788 	13.267 	85.446 
-5.955 	87.696 	38.685 
-9.886 	89.488 	44.768 
-3.650 	91.989 	42.460 
-4.596 	105.292 	77.286 
-0.783 	105.221 	88.508 
4.811 	105.518 	77.448 
-60.643 	-1.235 	40.804 
-68.292 	7.804 	42.720 
-70.172 	-2.220 	48.073 
-17.467 	-19.858 	20.036 
-15.043 	-20.242 	24.065 
9.157 	104.008 	85.504 
-11.420 	69.172 	41.552 
-9.036 	74.161 	47.227 
-12.133 	77.184 	40.818 
89.163 	10.444 	122.163 
92.616 	14.549 	112.934 
83.559 	11.842 	116.176 
-99.829 	7.190 	126.142 
-99.388 	-0.282 	127.847 
-92.539 	4.958 	129.163 
5.008 	-84.185 	125.801 
10.155 	-87.536 	120.978 
4.148 	-81.055 	119.107 
-85.309 	-13.151 	62.662 
-84.557 	-14.216 	54.519 
-11.624 	-46.028 	14.454 
-10.481 	-46.069 	26.071 
-12.124 	-37.975 	18.615 
12.561 	97.862 	110.260 
11.192 	101.875 	102.635 
8.901 	103.969 	111.172 
-101.886 	13.010 	66.440 
-99.422 	12.245 	60.306 
-102.843 	5.217 	62.913 
13.713 	50.926 	13.612 
-31.089 	-8.961 	26.686 
-13.420 	29.812 	9.623 
-13.100 	22.690 	0.000 
-14.646 	23.266 	8.921 
-57.793 	-14.533 	26.294 
-49.342 	-13.132 	21.100 
-49.569 	-10.138 	30.600 
8.349 	89.237 	68.566 
5.962 	83.543 	63.020 
11.813 	87.392 	62.224 
-80.766 	-11.298 	58.454 
-82.359 	-13.696 	43.313 
-1.010 	69.309 	19.483 
-7.100 	71.777 	25.169 
1.910 	73.936 	26.360 
-13.576 	24.671 	18.585 
88.800 	11.561 	42.106 
91.278 	12.044 	48.910 
91.253 	2.983 	44.601 
-76.204 	-11.442 	49.002 
-59.046 	-11.875 	17.658 
-11.669 	40.032 	24.381 
-11.677 	48.117 	28.068 
-13.681 	49.689 	20.797 
-74.057 	-14.761 	37.152 
-65.228 	-13.353 	22.165 
-65.781 	-15.120 	31.252 
-54.404 	-8.675 	12.898 
-60.515 	-5.299 	12.863 
0.680 	-104.654 	81.939 
-6.950 	-104.392 	77.053 
-0.161 	-106.207 	75.171 
62.288 	-11.362 	21.080 
52.834 	-12.392 	19.470 
59.870 	-6.301 	14.629 
54.192 	9.444 	32.238 
53.030 	12.644 	22.356 
48.438 	9.611 	27.991 
-87.598 	-10.242 	99.248 
-95.590 	-13.763 	89.325 
-87.120 	-6.073 	92.895 
76.853 	6.304 	26.349 
71.747 	5.457 	21.496 
73.518 	12.007 	28.751 
48.438 	12.123 	14.102 
57.655 	9.757 	15.462 
47.739 	7.386 	7.707 
82.456 	8.660 	36.835 
83.978 	-0.704 	35.760 
80.384 	2.167 	30.143 
7.405 	-104.337 	76.431 
3.015 	-105.229 	69.621 
-11.395 	95.383 	82.082 
-9.911 	101.767 	85.684 
-11.622 	101.736 	75.859 
7.229 	43.637 	28.794 
-4.006 	41.898 	30.471 
3.935 	34.022 	26.989 
-7.755 	96.996 	53.747 
-11.956 	97.260 	59.117 
-4.572 	99.877 	57.959 
-81.839 	2.890 	63.345 
-85.128 	11.208 	60.347 
6.535 	-88.026 	85.362 
-0.943 	-86.757 	79.412 
-3.222 	-87.410 	88.797 
